bookID,title,authors,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary,
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.88,eng,144,2067,334,1/23/2001,Delacorte Press,"Since the day her father's fishing boat returned without him, Peri and her mother have mourned his loss. Her mother sinks into a deep depression and spends her days gazing out at the sea. Unable to control her anger and sadness any longer, Peri uses the small magic she knows to hex the sea. And suddenly into her drab life come the King's sons—changelings with strange ties to the underwater kingdom—a young magician, and, finally, love. (less)",
54,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,eng,56,6,0,6/10/2003,Cherry Lane Music Company,"Ivy Carson belonged to the notorious Carson family, which lived in a run-down house in suburban Rosewood. But Ivy was not a typical Carson. There was something wonderful about her. Ivy explained it by saying that she was a changeling, a child of supernatural parents who had been exchanged for the real Ivy Carson at birth. This classic book was first published in 1970. It was awarded a Christopher Medal and named an outstanding book for young people by the Junior Library Guild. (less)",
55,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.45,en-US,228,99,16,11/1/2005,The New Press,"Here, the author of the acclaimed Confessions of a Pagan Nun takes us to fourteenth-century Ireland for a strange and luminous tale of the elusive nature of identity and of triumph in adversity. The Changeling is the story of Grey, a peasant girl who is raised as a boy, and who, until adolescence, never doubts herself to be male. The revelation of her womanhood marks the beginning of her journey through a succession of changing identities--including son, wife, warrior, and mother--each of which brings its own special wisdom, but none of which, she discovers, can ultimately define her. In the course of her adventurous life, Grey deals with all the challenges of her tumultuous age--from political oppression to corrupt Church hierarchy to the horrors of the Black Death--ultimately finding peace and a kind of redemption by embracing the beautifully impermanent quality of identity that her unusual life has enabled her to understand. (Previously published in hardcover as The Changeling of Finnistuath .) (less)",
57,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati,3.76,eng,304,167,4,11/1/2005,Changeling Press,"Rebecca Mandeville

The story of The Changeling is told by Angelet's daughter, Rebecca, who was born in Benedict Lansdon's grandfather's house in an Australian gold-mining township. Before Rebecca was born, her father had died saving another man's life. She had always looked up to him as a great hero and when she heard that her mother was to marry Benedict Lansdon, she was deeply shocked.

The prolific British author of historical romances (The Pool of St. Branok) continues her lavishly entwined narrative of the families connected to Benedict Lansdon, now a recently bereaved widower, absentee father and wealthy seeker of a Parliament seat. Narrated by Benedict's aggrieved stepdaughter, Rebecca, this complex tale of love and betrayal concerns a three-cornered sibling relationship involving Rebecca, her half-sister, Belinda, and Lucie, a country waif informally adopted by Rebecca. Aware that her father blames her for her mother's death in childbirth, Belinda takes refuge in michievous behavior. Placid Lucie, however, fits in well with the family, though her lineage is suspect and clouded with mysterious events at St. Branok's pool. Although Belinda seems the most obvious ""changeling"", Carr sustains an air of doubt and intrigue. The ambience of the Cornish countryside and of Victorian London permeate this piquantly Gothic family saga. (less)",
58,Changeling (Changeling  #1),Delia Sherman,3.6,eng,256,978,111,8/17/2006,Viking Juvenile,"One of the most acclaimed novels in recent memory, The Known World is a daring and ambitious work by Pulitzer Prize winner Edward P. Jones.

The Known World tells the story of Henry Townsend, a black farmer and former slave who falls under the tutelage of William Robbins, the most powerful man in Manchester County, Virginia. Making certain he never circumvents the law, Townsend runs his affairs with unusual discipline. But when death takes him unexpectedly, his widow, Caldonia, can't uphold the estate's order, and chaos ensues. Jones has woven a footnote of history into an epic that takes an unflinching look at slavery in all its moral complexities. (less)",
59,The Changeling Sea,Patricia A. McKillip,4.06,eng,137,4454,302,4/14/2003,Firebird,"In one of the most acclaimed novels in recent memory, Edward P. Jones, two-time National Book Award finalist, tells the story of Henry Townsend, a black farmer and former slave who falls under the tutelage of William Robbins, the most powerful man in Manchester County, Virginia. Making certain he never circumvents the law, Townsend runs his affairs with unusual discipline. But when death takes him unexpectedly, his widow, Caldonia, can't uphold the estate's order and chaos ensues. In a daring and ambitious novel, Jones has woven a footnote of history into an epic that takes an unflinching look at slavery in all of its moral complexities.

Performed by Kevin Free (less)",
61,The Changeling,Zilpha Keatley Snyder,4.17,eng,228,1176,96,6/8/2004,iUniverse,"In one of the most acclaimed novels in recent memory, Edward P. Jones, two-time National Book Award finalist, tells the story of Henry Townsend, a black farmer and former slave who falls under the tutelage of William Robbins, the most powerful man in Manchester County, Virginia. Making certain he never circumvents the law, Townsend runs his affairs with unusual discipline. But when death takes him unexpectedly, his widow, Caldonia, can't uphold the estate's order and chaos ensues. In a daring and ambitious novel, Jones has woven a footnote of history into an epic that takes an unflinching look at slavery in all of its moral complexities. (less)",
63,The Changeling,Kate Horsley,3.55,eng,339,301,43,4/12/2005,Shambhala,"Warren Buffett once memorably described derivatives as ""financial weapons of mass destruction"". Read this sensational and controversial account of the often dazzling business of derivatives trading, and see if you agree.

No money is ever really made in financial markets. Markets merely transfer wealth. As to how to make money? Well, it is basically theft, misrepresentation, lies, cheating, deception or force. It is impossible to make the staggering amounts made in derivatives in good years honestly.

Traders, Guns & Money is a wry and wickedly comic exposé of the culture, games, and pure deceptions played out every day in trading rooms around the world, usually with other people's money. Whether you move in the financial world yourself, know people who do, or have money invested in stocks, shares or derivatives, this is a fascinating read guaranteed to make you think. (less)",
66,The Changeling (Daughters of England  #15),Philippa Carr,3.98,eng,369,345,12,8/28/1990,Ivy Books,"The award-winning graphic novel Artesia comes to life in the Adventures in the Known World RPG, using a modified and easy-to-use Fuzion-based roleplaying system to plunge players into the strife-riven realms of the Known World, from the Warring Citadels of the Daragjan Highlands to the never-ending feud between the Sun Court of Illia and the Phoenix Court of the Empire of Thessid-Gola. Includes an expansive adaptation of R. Talsorian Games' LifePath character-generation system including birth omens, star signs and divine and heroic lineages, and rules for talents and abilities accessible to characters through the Arcana, the Tarot-like system representing the Known World's archetypal paths of power and the foundation of an unique system of experience, allowing game rewards for virtually all types of character actions. (less)",
67,The Known World,Edward P. Jones,3.83,eng,388,29686,2626,8/29/2006,Amistad,"The John McPhee Reader, first published in 1976, is comprised of selections from the author's first twelve books. In 1965, John McPhee published his first book, A Sense of Where You Are; a decade later, he had published eleven others. His fertility, his precision and grace as a stylist, his wit and uncanny brilliance in choosing subject matter, his crack storytelling skills have made him into one of our best writers: a journalist whom L.E. Sissman ranked with Liebling and Mencken, who Geoffrey Wolff said ""is bringing his work to levels that have no measurable limit,"" who has been called ""a master craftsman"" so many times that it is pointless to number them. (less)",
